PUBMEDID	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE DESCRIPTION	REPLICATION SAMPLE DESCRIPTION	SNPS	RISK ALLELE FREQUENCY	P-VALUE	OR or BETA
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs614367	0.15	3E-15	1.15
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs614367	0.15	3E-15	1.15
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs614367	0.15	3E-15	1.15
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs2380205	0.57	5E-7	1.06
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs2380205	0.57	5E-7	1.06
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs889312	0.28	5E-9	1.22
20453838	http://europepmc.org/abstract/MED/20453838	Genome-wide association study identifies five new breast cancer susceptibility loci.	Breast cancer	3,659 European ancestry cases, 4,897 European ancestry controls	12,576 European ancestry cases, 12,223 European ancestry controls	rs13387042	0.49	2E-10	1.21
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs3803662	0.27	1E-9	1.16
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs11249433	0.39	7E-10	1.16
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs2981579	0.41	2E-10	1.17
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs999737	0.76	2E-7	1.06
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs16886165	0.15	5E-7	1.23
19330030	http://europepmc.org/abstract/MED/19330030	A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	8,625 European ancestry cases, 9,657 European ancestry controls	rs13387042	0.51	2E-8	1.25
19219042	http://europepmc.org/abstract/MED/19219042	Genome-wide association study identifies a new breast cancer susceptibility locus at 6q25.1.	Breast cancer	1,505 Chinese ancestry cases, 1,522 Chinese ancestry controls	5,026 Chinese ancestry cases, 2,476 Chinese ancestry controls, 1,591 European ancestry cases, 1,466 European ancestry controls	rs2046210	0.37	2E-15	1.29
19219042	http://europepmc.org/abstract/MED/19219042	Genome-wide association study identifies a new breast cancer susceptibility locus at 6q25.1.	Breast cancer	1,505 Chinese ancestry cases, 1,522 Chinese ancestry controls	5,026 Chinese ancestry cases, 2,476 Chinese ancestry controls, 1,591 European ancestry cases, 1,466 European ancestry controls	rs2046210	0.37	2E-15	1.29
18463975	http://europepmc.org/abstract/MED/18463975	A pilot genome-wide association study of early-onset breast cancer.	Breast cancer	26 European ancestry cases, 3 Hispanic cases, 1 African American cases, 26 European ancestry controls, 3 Hispanic controls, 1 African American control	NA	rs10871290	0.34	4E-7	
18326623	http://europepmc.org/abstract/MED/18326623	Genome-wide association study provides evidence for a breast cancer risk locus at 6q22.33.	Breast cancer	249 Ashkenazi Jewish ancestry non-BRCA1/2 carriers cases, 299 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	1,193 Ashkenazi Jewish ancestry non-BRCA1/2 carriers  cases,1,166 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	rs2180341	0.21	3E-8	1.41
18326623	http://europepmc.org/abstract/MED/18326623	Genome-wide association study provides evidence for a breast cancer risk locus at 6q22.33.	Breast cancer	249 Ashkenazi Jewish ancestry non-BRCA1/2 carriers cases, 299 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	1,193 Ashkenazi Jewish ancestry non-BRCA1/2 carriers  cases,1,166 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	rs2180341	0.21	3E-8	1.41
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs1926657	NR	2E-6	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs2075555	NR	8E-8	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs1876206	NR	6E-6	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs458685	NR	6E-6	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs10490113	NR	5E-6	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs6556756	NR	5E-7	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs1154865	NR	7E-7	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs1978503	NR	1E-6	
17903305	http://europepmc.org/abstract/MED/17903305	A genome-wide association study of breast and prostate cancer in the NHLBI's Framingham Heart Study.	Breast cancer	58 cases, 665 controls	NA	rs10263639	NR	3E-6	
17529974	http://europepmc.org/abstract/MED/17529974	Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer.	Breast cancer	1,599 European ancestry cases, 11,546 European ancestry controls	2,954 European ancestry cases, 5,967 European ancestry controls, Up to 561 Japanese ancestry cases, Up to 565 Japanese ancestry control, Up to 422 African American cases, Up to 448 African American controls, Up to 418 Hispanic cases, Up to 422 Hispanic controls, Up to 148 cases, Up to 293 controls	rs3803662	0.27	6E-19	1.28
17529974	http://europepmc.org/abstract/MED/17529974	Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer.	Breast cancer	1,599 European ancestry cases, 11,546 European ancestry controls	2,954 European ancestry cases, 5,967 European ancestry controls, Up to 561 Japanese ancestry cases, Up to 565 Japanese ancestry control, Up to 422 African American cases, Up to 448 African American controls, Up to 418 Hispanic cases, Up to 422 Hispanic controls, Up to 148 cases, Up to 293 controls	rs13387042	0.50	1E-13	1.2
17529973	http://europepmc.org/abstract/MED/17529973	A genome-wide association study identifies alleles in FGFR2 associated with risk of sporadic postmenopausal breast cancer.	Breast cancer	1,145 European ancestry cases, 1,142 European ancestry controls	874 European ancestry cases, 1,478 European ancestry controls, 302 cases, 594 controls	rs1219648	0.40	1E-10	1.2
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs3803662	0.25	1E-36	1.2
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs3803662	0.25	1E-36	1.2
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs2981582	0.38	2E-76	1.26
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs981782	0.53	9E-6	1.04
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs13281615	0.40	5E-12	1.08
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs3817198	0.30	3E-9	1.07
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs3817198	0.30	3E-9	1.07
17529967	http://europepmc.org/abstract/MED/17529967	Genome-wide association study identifies novel breast cancer susceptibility loci.	Breast cancer	390 cases,364 controls	26,646 cases,24,889 controls	rs889312	0.28	7E-20	1.13
23544013	http://europepmc.org/abstract/MED/23544013	Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	Breast Cancer in BRCA1 mutation carriers	1,426 European ancestry cases, 1,301 European ancestry controls	6,031 European ancestry cases, 5,933 European ancestry controls	rs8170	0.48	4E-13	1.19
23544013	http://europepmc.org/abstract/MED/23544013	Genome-wide association study in BRCA1 mutation carriers identifies novel loci associated with breast and ovarian cancer risk.	Breast Cancer in BRCA1 mutation carriers	1,426 European ancestry cases, 1,301 European ancestry controls	6,031 European ancestry cases, 5,933 European ancestry controls	rs2290854	0.31	1E-7	1.13
